name,price,miniature,big_image,description,details,subcategory
Pokemon Card Game: Acrylic Damage Counter (Ver.2) [ACCESSORY],"8,76 €",Pokemon Card Game- Acrylic Damage Counter (Ver.2) [ACCESSORY].jpg,Pokemon Card Game- Acrylic Damage Counter (Ver.2) [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong>Pokemon Card Game Accessory</strong><strong><strong><br/></strong></strong></strong><strong style=""font-size: 10pt;""></strong></span></p><p><span style=""font-size: 10pt;"">For you, the serious battle enthusiast!!</span><br/><span style=""font-size: 10pt;"">Introducing the luxurious acrylic damage counter ver2!</span></p><p><span style=""font-size: 10pt;"">[Product Contents]</span><br/><span style=""font-size: 10pt;"">・10 damage counters: 20 pcs</span><br/><span style=""font-size: 10pt;"">・50 damage counters: 8 pcs</span><br/><span style=""font-size: 10pt;"">・100 damage counters: 6 pcs</span></p><p><span style=""font-size: 10pt;"">©2024 Pokémon. ©1995-2024 Nintendo/Creatures Inc. /GAME FREAK inc.Pocket</span></p><p><span style=""text-decoration: underline; font-size: 10pt;""><strong>Details:</strong></span></p><p><span style=""font-size: 10pt;""><strong>Maker </strong>:The Pokemon Company<br/><strong style=""font-size: 10pt;"">Material</strong> : Acrylic<br/><strong style=""font-size: 10pt;"">Size: </strong>11 x 8 x 2 cm Approx. 33g<br/><strong style=""font-size: 10pt;"">Release date:</strong> 2023/01</span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329346267</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Acrylic+Damage+Counter"">Acrylic Damage Counter</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Damage+Counter"">Damage Counter</a></div></div></div></div>",,Pokemon Card Game
Pokemon TCG Expansion Pack: Scarlet & Violet - Enhanced Expansion Pack - Paradise Dragona (30Packs/Box) [Trading Cards],"¥5,880",Pokemon TCG Expansion Pack- Scarlet & Violet - Enhanced Expansion Pack - Paradise Dragona (30Packs-Box) [Trading Cards].jpg,Pokemon TCG Expansion Pack- Scarlet & Violet - Enhanced Expansion Pack - Paradise Dragona (30Packs-Box) [Trading Cards]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Japanese Original Edition</strong><strong style=""font-size: 10pt;"">, Scarlet &amp; Violet Expansion Pack</strong></span></p><p><span style=""font-size: 10pt;"">Expand your Pokémon TCG collection with the Scarlet &amp; Violet - Enhanced Expansion Pack - Paradise Dragona. This booster box contains 30 packs, each filled with a selection of powerful and beautifully illustrated cards from the Paradise Dragona series. Designed to enhance your deck and offer new strategic possibilities, these cards feature vibrant artwork and high-quality finishes. Perfect for both competitive players and collectors, this expansion pack is a must-have addition to your Pokémon TCG collection. Add the Scarlet &amp; Violet - Enhanced Expansion Pack - Paradise Dragona to your collection and experience the thrill of discovering new Pokémon and strategies.</span></p><p><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;""><span style=""text-decoration: underline;"">Set Contains</span>:</strong></span></p><ul><li><span style=""font-size: 10pt;"">30 Packs/Box</span></li><li><span style=""font-size: 10pt;"">5 Cards/Pack </span></li><li><span style=""font-size: 10pt;"">(Cards are randomly enclosed)</span></li></ul><p><span style=""text-decoration: underline; font-size: 10pt;""><strong><br/>Details:</strong></span></p><p><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo, Pokemon</span><br/><span style=""font-size: 10pt;""><strong>Material : </strong>PP</span><br/><span style=""font-size: 10pt;""><strong>Size:</strong> ~W13.7×D14×H3.6:cm , 300ｇ</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Release Date </strong>: 2024/09/13 </span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329361352</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon"">pokemon</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Trading+Card"">Trading Card</a> <a href=""https://www.nin-nin-game.com/en/search?tag=boosters"">boosters</a> <a href=""https://www.nin-nin-game.com/en/search?tag=display"">display</a> <a href=""https://www.nin-nin-game.com/en/search?tag=deck"">deck</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Enhanced"">Enhanced</a> <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+tcg"">pokemon tcg</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Scarlet+%26+Violet"">Scarlet &amp; Violet</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Paradise+Dragona"">Paradise Dragona</a></div></div></div></div>",,Pokemon Card Game
Pokemon TCG: Scarlet & Violet - Starter Set - Tera Type Stellar Sylveon Ex [Trading Cards],US$11.26,Pokemon TCG- Scarlet & Violet - Starter Set - Tera Type Stellar Sylveon Ex [Trading Cards].jpg,Pokemon TCG- Scarlet & Violet - Starter Set - Tera Type Stellar Sylveon Ex [Trading Cards]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, Scarlet &amp; Violet Series - Starter Deck &amp; Build Set <br/></strong><strong style=""font-size: 10pt;""></strong></span></p><p><span style=""font-size: 10pt;"">Expand your Pokémon TCG collection with the Scarlet &amp; Violet - Starter Set - Tera Type Stellar Sylveon Ex. This set features the enchanting and powerful Tera Type Stellar Sylveon Ex, a must-have for any Pokémon TCG enthusiast. The starter set includes everything you need to jumpstart your game, including a pre-constructed deck, exclusive cards, and essential gameplay accessories. The vibrant artwork and high-quality cards bring the world of Pokémon to life, offering both collectors and players a visually stunning addition to their collections. Perfect for fans of all ages, this starter set provides a competitive edge and an exciting way to experience the Pokémon Trading Card Game. Add the Scarlet &amp; Violet - Starter Set - Tera Type Stellar Sylveon Ex to your collection and embark on thrilling new adventures in the Pokémon universe.</span></p><p><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;""><span style=""text-decoration: underline;"">Set Contains</span>:</strong></span></p><div class=""group w-full text-token-text-primary border-b border-black/10 gizmo:border-0 dark:border-gray-900/50 gizmo:dark:border-0 bg-gray-50 gizmo:bg-transparent dark:bg-[#444654] gizmo:dark:bg-transparent"" data-testid=""conversation-turn-764""><div class=""p-4 justify-center text-base md:gap-6 md:py-6 m-auto""><div class=""flex flex-1 gap-4 text-base mx-auto md:gap-6 md:max-w-2xl lg:max-w-[38rem] xl:max-w-3xl }""><div class=""relative flex w-[calc(100%-50px)] flex-col gap-1 md:gap-3 lg:w-[calc(100%-115px)]""><div class=""flex flex-grow flex-col gap-3 max-w-full""><div class=""min-h-[20px] flex flex-col items-start gap-3 overflow-x-auto whitespace-pre-wrap break-words""><div class=""markdown prose w-full break-words dark:prose-invert dark""><p><span style=""font-size: 10pt;"">1 deck (60 cards).</span><br/><span style=""font-size: 10pt;"">Dame-kan/Marker: 1 sheet.</span><br/><span style=""font-size: 10pt;"">Pokémon coins: 1 sheet.</span><br/><span style=""font-size: 10pt;"">Playmat ... 1 sheet</span><br/><span style=""font-size: 10pt;"">How to play guide ... 1 sheet</span><br/><br/></p></div></div></div></div></div></div></div><p><span style=""text-decoration: underline; font-size: 10pt;""><strong>Details:</strong></span></p><p><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo, Pokemon</span><br/><span style=""font-size: 10pt;""><strong>Material : </strong>PP / PS</span><br/><span style=""font-size: 10pt;""><strong>Size: ~</strong></span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Release Date </strong>: 2024/8/31  </span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329374536</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon"">pokemon</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Trading+Card"">Trading Card</a> <a href=""https://www.nin-nin-game.com/en/search?tag=boosters"">boosters</a> <a href=""https://www.nin-nin-game.com/en/search?tag=display"">display</a> <a href=""https://www.nin-nin-game.com/en/search?tag=deck"">deck</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Build+Set"">Build Set</a></div></div></div></div>",,Pokemon Card Game
Pokemon TCG: Scarlet & Violet - Starter Set - Tera Type Stella Ceruledge ex [Trading Cards],"10,59 €",Pokemon TCG- Scarlet & Violet - Starter Set - Tera Type Stella Ceruledge ex [Trading Cards].jpg,Pokemon TCG- Scarlet & Violet - Starter Set - Tera Type Stella Ceruledge ex [Trading Cards]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, Scarlet &amp; Violet Series - Starter Deck &amp; Build Set <br/></strong><strong style=""font-size: 10pt;""></strong></span></p><p><span style=""font-size: 10pt;"">Expand your Pokémon TCG collection with the Scarlet &amp; Violet - Starter Set - Tera Type Stella Ceruledge ex. This set features the powerful and mystical Tera Type Stella Ceruledge ex, a must-have for any Pokémon TCG enthusiast. The starter set includes everything you need to jumpstart your game, including a pre-constructed deck, exclusive cards, and essential gameplay accessories. The vibrant artwork and high-quality cards bring the world of Pokémon to life, offering both collectors and players a visually stunning addition to their collections. Perfect for fans of all ages, this starter set provides a competitive edge and an exciting way to experience the Pokémon Trading Card Game. Add the Scarlet &amp; Violet - Starter Set - Tera Type Stella Ceruledge ex to your collection and embark on thrilling new adventures in the Pokémon universe.</span></p><p><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;""><span style=""text-decoration: underline;"">Set Contains</span>:</strong></span></p><div class=""group w-full text-token-text-primary border-b border-black/10 gizmo:border-0 dark:border-gray-900/50 gizmo:dark:border-0 bg-gray-50 gizmo:bg-transparent dark:bg-[#444654] gizmo:dark:bg-transparent"" data-testid=""conversation-turn-764""><div class=""p-4 justify-center text-base md:gap-6 md:py-6 m-auto""><div class=""flex flex-1 gap-4 text-base mx-auto md:gap-6 md:max-w-2xl lg:max-w-[38rem] xl:max-w-3xl }""><div class=""relative flex w-[calc(100%-50px)] flex-col gap-1 md:gap-3 lg:w-[calc(100%-115px)]""><div class=""flex flex-grow flex-col gap-3 max-w-full""><div class=""min-h-[20px] flex flex-col items-start gap-3 overflow-x-auto whitespace-pre-wrap break-words""><div class=""markdown prose w-full break-words dark:prose-invert dark""><p><span style=""font-size: 10pt;"">1 deck (60 cards).</span><br/><span style=""font-size: 10pt;"">Dame-kan/Marker: 1 sheet.</span><br/><span style=""font-size: 10pt;"">Pokémon coins: 1 sheet.</span><br/><span style=""font-size: 10pt;"">Playmat ... 1 sheet</span><br/><span style=""font-size: 10pt;"">How to play guide ... 1 sheet</span><br/><br/></p></div></div></div></div></div></div></div><p><span style=""text-decoration: underline; font-size: 10pt;""><strong>Details:</strong></span></p><p><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo, Pokemon</span><br/><span style=""font-size: 10pt;""><strong>Material : </strong>PP / PS</span><br/><span style=""font-size: 10pt;""><strong>Size: ~</strong></span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Release Date </strong>: 2024/8/31  </span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329374512</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon"">pokemon</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Trading+Card"">Trading Card</a> <a href=""https://www.nin-nin-game.com/en/search?tag=boosters"">boosters</a> <a href=""https://www.nin-nin-game.com/en/search?tag=display"">display</a> <a href=""https://www.nin-nin-game.com/en/search?tag=deck"">deck</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Build+Set"">Build Set</a></div></div></div></div>",,Pokemon Card Game
Pokemon Card Game: Deck Shield - Premium Gloss Lapras Stellar Type (64 Sleeves/Pack) [ACCESSORY],"9,06 €",Pokemon Card Game- Deck Shield - Premium Gloss Lapras Stellar Type (64 Sleeves-Pack) [ACCESSORY].jpg,Pokemon Card Game- Deck Shield - Premium Gloss Lapras Stellar Type (64 Sleeves-Pack) [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""color: #000000;""><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong><strong>Pokemon Cards Accessory<br/></strong></strong></strong></span><strong style=""font-size: 10pt;""><span style=""text-decoration: underline;""><br/>Contents:</span></strong></span></p><p><span style=""font-size: 10pt; color: #000000;"">1 Deck: Sleeves x64<br/><strong><br/></strong></span></p><p><span style=""text-decoration: underline; color: #000000;""><span style=""font-size: 10pt;""><strong>Details:</strong></span></span></p><p><span style=""color: #000000;""><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo,The Pokemon Company<br/></span><strong style=""font-size: 10pt;"">Material</strong><span style=""font-size: 10pt;""> : PP <br/></span><strong style=""font-size: 10pt;"">Size: </strong><span style=""font-size: 10pt;"">9.2×6.6×0.02cm<br/></span><strong style=""font-size: 10pt;"">Release date:</strong><span style=""font-size: 10pt;""> 2024/07/19 </span></span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329362298</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Card+Sleeve"">Card Sleeve</a> <a href=""https://www.nin-nin-game.com/en/search?tag=deck+shield"">deck shield</a></div></div></div></div>",,Pokemon Card Game
Pokemon Card Game: Deck Shield - Dachsbun (64 Sleeves/Pack) [ACCESSORY],"8,14 €",Pokemon Card Game- Deck Shield - Dachsbun (64 Sleeves-Pack) [ACCESSORY].jpg,Pokemon Card Game- Deck Shield - Dachsbun (64 Sleeves-Pack) [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""color: #000000;""><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong><strong>Pokemon Cards Accessory<br/></strong></strong></strong></span><strong style=""font-size: 10pt;""><span style=""text-decoration: underline;""><br/>Contents:</span></strong></span></p><p><span style=""font-size: 10pt; color: #000000;"">1 Deck: Sleeves x64<br/><strong><br/></strong></span></p><p><span style=""text-decoration: underline; color: #000000;""><span style=""font-size: 10pt;""><strong>Details:</strong></span></span></p><p><span style=""color: #000000;""><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo,The Pokemon Company<br/></span><strong style=""font-size: 10pt;"">Material</strong><span style=""font-size: 10pt;""> : PP <br/></span><strong style=""font-size: 10pt;"">Size: </strong><span style=""font-size: 10pt;"">9.2×6.6×0.02cm<br/></span><strong style=""font-size: 10pt;"">Release date:</strong><span style=""font-size: 10pt;""> 2024/07/19 </span></span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329362304</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Card+Sleeve"">Card Sleeve</a> <a href=""https://www.nin-nin-game.com/en/search?tag=deck+shield"">deck shield</a></div></div></div></div>",,Pokemon Card Game
Pokemon Card Game: Deck Shield - Lacey (64 Sleeves/Pack) [ACCESSORY],"8,14 €",Pokemon Card Game- Deck Shield - Lacey (64 Sleeves-Pack) [ACCESSORY].jpg,Pokemon Card Game- Deck Shield - Lacey (64 Sleeves-Pack) [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""color: #000000;""><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong><strong>Pokemon Cards Accessory<br/></strong></strong></strong></span><strong style=""font-size: 10pt;""><span style=""text-decoration: underline;""><br/>Contents:</span></strong></span></p><p><span style=""font-size: 10pt; color: #000000;"">1 Deck: Sleeves x64<br/><strong><br/></strong></span></p><p><span style=""text-decoration: underline; color: #000000;""><span style=""font-size: 10pt;""><strong>Details:</strong></span></span></p><p><span style=""color: #000000;""><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo,The Pokemon Company<br/></span><strong style=""font-size: 10pt;"">Material</strong><span style=""font-size: 10pt;""> : PP <br/></span><strong style=""font-size: 10pt;"">Size: </strong><span style=""font-size: 10pt;"">9.2×6.6×0.02cm<br/></span><strong style=""font-size: 10pt;"">Release date:</strong><span style=""font-size: 10pt;""> 2024/07/19 </span></span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329362328</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Card+Sleeve"">Card Sleeve</a> <a href=""https://www.nin-nin-game.com/en/search?tag=deck+shield"">deck shield</a></div></div></div></div>",,Pokemon Card Game
Pokemon Card Game: Deck Shield - Hydrapple (64 Sleeves/Pack) [ACCESSORY],"21,06 €",Pokemon Card Game- Deck Shield - Hydrapple (64 Sleeves-Pack) [ACCESSORY].jpg,Pokemon Card Game- Deck Shield - Hydrapple (64 Sleeves-Pack) [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""color: #000000;""><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong><strong>Pokemon Cards Accessory<br/></strong></strong></strong></span><strong style=""font-size: 10pt;""><span style=""text-decoration: underline;""><br/>Contents:</span></strong></span></p><p><span style=""font-size: 10pt; color: #000000;"">1 Deck: Sleeves x64<br/><strong><br/></strong></span></p><p><span style=""text-decoration: underline; color: #000000;""><span style=""font-size: 10pt;""><strong>Details:</strong></span></span></p><p><span style=""color: #000000;""><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo,The Pokemon Company<br/></span><strong style=""font-size: 10pt;"">Material</strong><span style=""font-size: 10pt;""> : PP <br/></span><strong style=""font-size: 10pt;"">Size: </strong><span style=""font-size: 10pt;"">9.2×6.6×0.02cm<br/></span><strong style=""font-size: 10pt;"">Release date:</strong><span style=""font-size: 10pt;""> 2024/07/19 </span></span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329362311</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Card+Sleeve"">Card Sleeve</a> <a href=""https://www.nin-nin-game.com/en/search?tag=deck+shield"">deck shield</a></div></div></div></div>",,Pokemon Card Game
Pokemon Card Game: Deck Case - Dachsbun [ACCESSORY],"14,91 €",Pokemon Card Game- Deck Case - Dachsbun [ACCESSORY].jpg,Pokemon Card Game- Deck Case - Dachsbun [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong><strong>Pokemon Cards Accessory<br/></strong></strong></strong><strong style=""font-size: 10pt;""></strong></span></p><p><span style=""font-size: 10pt;"">A case that allows you to store and carry your deck!</span><br/><span style=""font-size: 10pt;"">You can store 90 cards in the deck shield and 180 cards in the deck without it.</span><br/><span style=""font-size: 10pt;"">Furthermore, it comes with 2 partition boards that are perfect for organizing your cards!<br/></span></p><p>- Deck case x 1 piece<br/>- Partition board x 2 pieces</p><p><span style=""text-decoration: underline; font-size: 10pt;""><strong>Details:</strong></span></p><p><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo,The Pokemon Company</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Material</strong> : PP, Polyester</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Size: </strong>W7.5 x D6.3 x H9.8cm</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Release date:</strong> 2024/07/19 </span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329362267</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon"">pokemon</a> <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Deck+Case"">Deck Case</a></div></div></div></div>",,Pokemon Card Game
Pokemon Card Game: Deck Case - Lacey [ACCESSORY],"4,91 €",Pokemon Card Game- Deck Case - Lacey [ACCESSORY].jpg,Pokemon Card Game- Deck Case - Lacey [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong><strong>Pokemon Cards Accessory<br/></strong></strong></strong><strong style=""font-size: 10pt;""></strong></span></p><p><span style=""font-size: 10pt;"">A case that allows you to store and carry your deck!</span><br/><span style=""font-size: 10pt;"">You can store 90 cards in the deck shield and 180 cards in the deck without it.</span><br/><span style=""font-size: 10pt;"">Furthermore, it comes with 2 partition boards that are perfect for organizing your cards!<br/></span></p><p>- Deck case x 1 piece<br/>- Partition board x 2 pieces</p><p><span style=""text-decoration: underline; font-size: 10pt;""><strong>Details:</strong></span></p><p><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo,The Pokemon Company</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Material</strong> : PP, Polyester</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Size: </strong>W7.5 x D6.3 x H9.8cm</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Release date:</strong> 2024/07/19 </span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329362281</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon"">pokemon</a> <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Deck+Case"">Deck Case</a></div></div></div></div>",,Pokemon Card Game
Pokemon Card Game: Deck Case - Hydrapple [ACCESSORY],"15,63 €",Pokemon Card Game- Deck Case - Hydrapple [ACCESSORY].jpg,Pokemon Card Game- Deck Case - Hydrapple [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong><strong>Pokemon Cards Accessory<br/></strong></strong></strong><strong style=""font-size: 10pt;""></strong></span></p><p><span style=""font-size: 10pt;"">A case that allows you to store and carry your deck!</span><br/><span style=""font-size: 10pt;"">You can store 90 cards in the deck shield and 180 cards in the deck without it.</span><br/><span style=""font-size: 10pt;"">Furthermore, it comes with 2 partition boards that are perfect for organizing your cards!<br/></span></p><p>- Deck case x 1 piece<br/>- Partition board x 2 pieces</p><p><span style=""text-decoration: underline; font-size: 10pt;""><strong>Details:</strong></span></p><p><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo,The Pokemon Company</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Material</strong> : PP, Polyester</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Size: </strong>W7.5 x D6.3 x H9.8cm</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Release date:</strong> 2024/07/19 </span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329362274</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon"">pokemon</a> <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Deck+Case"">Deck Case</a></div></div></div></div>",,Pokemon Card Game
Pokemon Card Game: Card Collection Binder - Terapagos Stellar Form [ACCESSORY],"¥2,783",Pokemon Card Game- Card Collection Binder - Terapagos Stellar Form [ACCESSORY].jpg,Pokemon Card Game- Card Collection Binder - Terapagos Stellar Form [ACCESSORY]_BIG.jpg,"<div class=""rte product-page-tab"" id=""idTab1""><p><span style=""font-size: 10pt;""><strong>Japanese Original Edition</strong><strong>, <strong><strong>Pokemon Cards Accessory</strong></strong></strong></span></p><p><span style=""font-size: 10pt;"">It's a collection file with a Terrapagos design! Premium specification, with some parts of the design shimmering!</span><br/><span style=""font-size: 10pt;"">A 9-pocket, 4-hole card file to support your collection!</span><br/><span style=""font-size: 10pt;"">Comes pre-packaged with 10 9-pocket refills for cards!</span></p><p><span style=""font-size: 10pt;"">Up to 20 card refills can be stored by adding Pokémon Card Game Collection Refills (sold separately).</span><br/><span style=""font-size: 10pt;"">Holds 360 cards when 20 refills are used! Plastic fastener for added safety!</span></p><p><span style=""font-size: 10pt;"">The 9-pocket refill is available in both 3- and 4-hole formats. The 9-pocket refill has the following features!</span><br/><span style=""font-size: 10pt;"">The 9-pocket refill has a flap function that makes it easy to insert cards and prevents them from falling out even when the card holder is upside down!</span></p><p><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;""><span style=""text-decoration: underline;""><br/>Details</span>:</strong></span></p><p><span style=""font-size: 10pt;""><strong>Maker </strong>: Nintendo,The Pokemon Company</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Material</strong> : PP, Paper</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Size:</strong> 31 x 26 x 4.5 cm</span><br/><span style=""font-size: 10pt;""><strong style=""font-size: 10pt;"">Release date:</strong> 2024/07/19 </span></p><div id=""product_reference""> <strong>Reference: </strong> <span class=""editable"">4521329361604</span><div class=""product-page-attributes product-page-attributes--bottom""><div class=""product-page-attributes-item product-page-attributes-item--small"">Tags: <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon"">pokemon</a> <a href=""https://www.nin-nin-game.com/en/search?tag=pokemon+card+game"">pokemon card game</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Postcard+Binder"">Postcard Binder</a> <a href=""https://www.nin-nin-game.com/en/search?tag=Metal+Keychain+Big+Meeting"">Metal Keychain Big Meeting</a></div></div></div></div>",,Pokemon Card Game
